bill_id,roll_call_id,date,chamber,description,yea,nay,nv,absent,total
304802,220372,2011-04-01,House,"On Agreeing to the Resolution",229,187,16,0,432
304957,220319,2011-04-14,House,"On Agreeing to the Resolution",243,178,11,0,432
304976,219063,2011-04-13,House,"On Ordering the Previous Question",238,182,12,0,432
304976,219064,2011-04-13,House,"On Agreeing to the Resolution",237,180,15,0,432
304993,221040,2011-05-10,House,"On Agreeing to the Amendment",167,245,19,0,431
304993,221041,2011-05-10,House,"On Agreeing to the Amendment",169,240,22,0,431
304993,221042,2011-05-10,House,"On Agreeing to the Amendment",176,237,18,0,431
304993,221043,2011-05-11,House,"On Agreeing to the Amendment",187,235,9,0,431
304993,221044,2011-05-11,House,"On Agreeing to the Amendment",179,247,5,0,431
304993,221045,2011-05-11,House,"On Agreeing to the Amendment",174,254,3,0,431
304993,221046,2011-05-11,House,"On Agreeing to the Amendment",169,258,4,0,431
304993,221047,2011-05-11,House,"On Agreeing to the Amendment",205,222,4,0,431
304993,221048,2011-05-11,House,"On Agreeing to the Amendment",185,239,7,0,431
304993,221049,2011-05-11,House,"On Motion to Recommit with Instructions",186,239,6,0,431
304993,221050,2011-05-11,House,"On Passage",263,163,5,0,431
305682,216558,2011-05-02,Senate,"On the Motion to Proceed H.Con.Res. 34",40,57,3,0,100
305682,221004,2011-04-15,House,"On Agreeing to the Amendment",103,303,26,0,432
305682,221005,2011-04-15,House,"On Agreeing to the Amendment",77,347,8,0,432
305682,221006,2011-04-15,House,"On Agreeing to the Amendment",119,136,177,0,432
305682,221007,2011-04-15,House,"On Agreeing to the Amendment",166,259,7,0,432
305682,221008,2011-04-15,House,"On Agreeing to the Resolution",235,193,4,0,432
306279,219767,2011-04-07,House,"On Ordering the Previous Question",238,185,9,0,432
306279,219768,2011-04-07,House,"On Agreeing to the Resolution",228,189,15,0,432
306603,216972,2011-08-02,Senate,"On the Cloture Motion H.R. 1249",93,5,2,0,100
306603,216973,2011-09-08,Senate,"On the Amendment S.Amdt. 600 to H.R. 1249 (Leahy-Smith America Invents Act)",47,51,2,0,100
306603,216974,2011-09-08,Senate,"On the Amendment S.Amdt. 595 to H.R. 1249 (Leahy-Smith America Invents Act)",13,85,2,0,100
306603,216975,2011-09-08,Senate,"On the Motion to Table S.Amdt. 599 to H.R. 1249 (Leahy-Smith America Invents Act)",50,48,2,0,100
306603,216976,2011-09-08,Senate,"On Passage of the Bill H.R. 1249",89,9,2,0,100
306603,219136,2011-06-23,House,"On Agreeing to the Amendment",283,140,8,0,431
306603,219137,2011-06-23,House,"On Agreeing to the Amendment",105,316,10,0,431
306603,219138,2011-06-23,House,"On Agreeing to the Amendment",81,342,8,0,431
306603,219139,2011-06-23,House,"On Agreeing to the Amendment",223,198,10,0,431
306603,219140,2011-06-23,House,"On Agreeing to the Amendment",129,295,7,0,431
306603,219141,2011-06-23,House,"On Agreeing to the Amendment",92,329,10,0,431
306603,219142,2011-06-23,House,"On Agreeing to the Amendment",81,342,8,0,431
306603,219143,2011-06-23,House,"On Agreeing to the Amendment",158,262,11,0,431
306603,219144,2011-06-23,House,"On Motion to Recommit with Instructions",172,251,8,0,431
306603,219145,2011-06-23,House,"On Passage",304,117,10,0,431
306978,216304,2011-07-29,Senate,"On the Motion to Table S. 627",59,41,0,0,100
306978,216305,2011-07-31,Senate,"On the Cloture Motion S. 627",50,49,1,0,100
306978,220216,2011-07-29,House,"On Motion to Recommit with Instructions",183,244,5,0,432
306978,220217,2011-07-29,House,"On Passage",218,210,5,0,433
307693,220570,2011-03-15,House,"On Agreeing to the Resolution",232,197,3,0,432
307781,220962,2011-04-05,House,"On Ordering the Previous Question",241,175,16,0,432
307781,220963,2011-04-05,House,"On Agreeing to the Resolution",241,178,13,0,432
307840,219858,2011-04-06,House,"On Ordering the Previous Question",266,158,8,0,432
307840,219859,2011-04-06,House,"On Agreeing to the Resolution",250,172,10,0,432
308081,220586,2011-03-15,House,"On Agreeing to the Resolution",241,181,10,0,432
308164,221071,2011-12-08,House,"On Agreeing to the Amendment",150,255,28,0,433
308164,221072,2011-12-08,House,"On Agreeing to the Amendment",159,250,24,0,433
308164,221073,2011-12-08,House,"On Agreeing to the Amendment",165,249,19,0,433
308164,221074,2011-12-08,House,"On Agreeing to the Amendment",158,257,18,0,433
308164,221075,2011-12-08,House,"On Agreeing to the Amendment",170,247,16,0,433
308164,221076,2011-12-08,House,"On Motion to Recommit with Instructions",166,252,15,0,433
308164,221077,2011-12-08,House,"On Passage",268,150,15,0,433
308206,221227,2011-12-08,House,"On Motion to Suspend the Rules and Pass, as Amended",317,98,18,0,433
310469,218884,2011-03-31,House,"On Agreeing to the Resolution",249,171,12,0,432
310511,216244,2012-07-31,House,"On Motion to Suspend the Rules and Pass",261,116,54,0,431
